granularity,view,model_name,mean_f1_1,std_f1_1,ci_low_f1_1,ci_high_f1_1,mean_balanced_accuracy,std_balanced_accuracy,ci_low_balanced_accuracy,ci_high_balanced_accuracy,mean_mcc,std_mcc,ci_low_mcc,ci_high_mcc,mean_auc,std_auc,ci_low_auc,ci_high_auc,mean_pr_auc,std_pr_auc,ci_low_pr_auc,ci_high_pr_auc,mean_precision_1,std_precision_1,ci_low_precision_1,ci_high_precision_1,mean_recall_1,std_recall_1,ci_low_recall_1,ci_high_recall_1
commit,Nested selected,fold_local,0.7618512081934083,0.07146966352206051,0.7265202670571166,0.795162815822704,0.6772401948381184,0.03119691028104273,0.6622145409847942,0.6919197844854859,0.3541891781506943,0.07118917071868897,0.31893651933326295,0.3865382036116031,0.7630980911323679,0.05312815658666375,0.7373631204971023,0.7875314184363702,0.8540638142428715,0.06808165908583902,0.8203671896689053,0.8847731640561463,0.7846748754611235,0.06559826209199442,0.7521738885236305,0.8134427635776248,0.7484848027355577,0.10215329347241985,0.6971529705956302,0.7945097371976497
commit,Best single model (Random Forest),random_forest,0.7618512081934083,0.07146966352206051,0.7265202670571166,0.795162815822704,0.6772401948381184,0.03119691028104273,0.6622145409847942,0.6919197844854859,0.3541891781506943,0.07118917071868897,0.31893651933326295,0.3865382036116031,0.7630980911323679,0.05312815658666375,0.7373631204971023,0.7875314184363702,0.8540638142428715,0.06808165908583902,0.8203671896689053,0.8847731640561463,0.7846748754611235,0.06559826209199442,0.7521738885236305,0.8134427635776248,0.7484848027355577,0.10215329347241985,0.6971529705956302,0.7945097371976497
file,Nested selected,fold_local,0.43769887968389914,0.08677931134676667,0.39291625057922175,0.4751981183427196,0.5212667810989418,0.019015829554246428,0.5121328242008459,0.5301583447023405,0.04332413585279622,0.03774386557630083,0.025004645306789423,0.06087751832356915,0.5421882386115576,0.029771610640286113,0.5280685829213856,0.556351595249218,0.37643726263268074,0.06659862589269686,0.3456333106852103,0.4083779629842362,0.3580452630396651,0.05147809746215088,0.3331677177841049,0.3817533338915409,0.6514028175104554,0.2241655455142659,0.5398421078702252,0.7503745670265703
file,Best single model (Logistic Regression),logistic_regression,0.4299331379759473,0.08589619118943709,0.386246938883717,0.46803971029315794,0.5294018394417348,0.018887604482857596,0.5200672202381287,0.5382816687475156,0.05795623527643217,0.03664854154648251,0.03980373722169797,0.07511039936076006,0.5411921386418362,0.030230397773153075,0.5270508308202914,0.5555413405426978,0.3758368136656302,0.06412332153420532,0.3462862133525372,0.4068190075684922,0.3649751994737,0.04959942124272891,0.3408915510676393,0.3875712634341272,0.5793156269223023,0.1796827025959674,0.4888184535721165,0.6601785780600928
method,Nested selected,fold_local,0.6043045193559871,0.11187686801485984,0.5510297507651806,0.6562475288973385,0.5340356165459584,0.032878227632839284,0.5193701257271235,0.5505060176020401,0.09167621128263745,0.0793347502535885,0.05598822089147091,0.13107209934585354,0.5677187734720006,0.06638413822403401,0.5364354604511383,0.5991724083268278,0.5041330578052582,0.15870816840708987,0.4292499210250935,0.5781806455884729,0.4687551455132063,0.12813865398994773,0.40811449881337764,0.5280465242776574,0.8958542795837283,0.0464415828234116,0.8732620610288188,0.9167863904066171
method,Best single model (Naive Bayes),naive_bayes,0.6043045193559871,0.11187686801485984,0.5510297507651806,0.6562475288973385,0.5340356165459584,0.032878227632839284,0.5193701257271235,0.5505060176020401,0.09167621128263745,0.0793347502535885,0.05598822089147091,0.13107209934585354,0.5677187734720006,0.06638413822403401,0.5364354604511383,0.5991724083268278,0.5041330578052582,0.15870816840708987,0.4292499210250935,0.5781806455884729,0.4687551455132063,0.12813865398994773,0.40811449881337764,0.5280465242776574,0.8958542795837283,0.0464415828234116,0.8732620610288188,0.9167863904066171
